,filename,answer0,answer1,answer2,answer3,answer4,answer5,result,realLabel
0,5_4_41056_WSI_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
1,1_1_11004_IEO_DIS_MD.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
2,5_5_51091_WSI_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
3,4_4_41076_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
4,3_3_31044_IEO_HAP_HI.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
5,0_0_01005_ITS_ANG_XX.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,0
6,1_1_11054_IWL_DIS_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
7,5_5_51035_IWL_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
8,5_5_51034_TAI_SAD_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
9,4_4_41032_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
10,0_0_01033_MTI_ANG_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
11,4_4_41062_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
12,2_2_21033_ITH_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
13,4_4_41040_IOM_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
14,0_0_01049_ITH_ANG_XX.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
15,5_4_41014_DFA_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
16,0_0_01054_IEO_ANG_HI.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
17,3_3_31018_DFA_HAP_XX.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
18,3_3_31027_ITH_HAP_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
19,0_0_01068_DFA_ANG_XX.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
20,2_2_21031_IWW_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
21,3_3_31002_IEO_HAP_HI.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
22,5_5_51028_IEO_SAD_LO.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
23,0_0_01039_MTI_ANG_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
24,4_4_41044_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
25,4_4_41081_IWW_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
