,filename,answer0,answer1,answer2,answer3,answer4,answer5,result,realLabel
0,1_1_11004_IEO_DIS_MD.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
1,5_5_51091_WSI_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
2,3_3_31044_IEO_HAP_HI.wav,0.0,0.0,1.0,1.0,0.0,0.0,1,0
3,1_0_01054_IEO_ANG_HI.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,1
4,2_1_11087_TIE_DIS_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
5,1_1_11054_IWL_DIS_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
6,5_5_51034_TAI_SAD_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
7,5_4_41078_TIE_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
8,4_4_41032_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
9,4_3_31089_IWL_HAP_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
10,4_4_41062_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
11,2_2_21033_ITH_FEA_XX.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
12,3_2_21020_ITH_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
13,1_0_01046_MTI_ANG_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
14,0_0_01049_ITH_ANG_XX.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
15,5_4_41048_TIE_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
16,5_4_41024_IWW_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
17,3_3_31027_ITH_HAP_XX.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
18,3_3_31002_IEO_HAP_HI.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
19,5_4_41091_IEO_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
20,3_2_21010_DFA_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
21,5_5_51028_IEO_SAD_LO.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
22,0_0_01039_MTI_ANG_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
23,4_4_41044_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
24,4_4_41081_IWW_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
25,0_0_01062_IEO_ANG_MD.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
26,2_2_21065_IWW_FEA_XX.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,0
27,5_5_51091_ITH_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
28,1_1_11065_ITS_DIS_XX.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,0
29,1_0_01062_TIE_ANG_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
30,5_5_51004_TAI_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
31,1_1_11037_IWW_DIS_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
32,5_5_51042_ITH_SAD_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
33,0_0_01084_IOM_ANG_XX.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,0
34,3_3_31003_MTI_HAP_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
35,2_2_21053_IEO_FEA_HI.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
36,2_1_11078_IOM_DIS_XX.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,1
37,3_2_21072_TIE_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
38,4_3_31087_IEO_HAP_HI.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
39,5_5_51089_IWL_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
40,5_4_41082_ITS_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
41,5_5_51077_ITH_SAD_XX.wav,0.0,1.0,0.0,1.0,0.0,1.0,1,0
42,2_1_11012_ITH_DIS_XX.wav,0.0,1.0,1.0,0.0,0.0,1.0,1,1
43,5_4_41029_IEO_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
44,2_2_21020_IOM_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
45,1_1_11036_IWL_DIS_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
46,5_4_41025_ITH_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
47,5_5_51084_TAI_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
48,4_4_41043_IEO_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
49,2_1_11084_IWL_DIS_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,1
50,1_1_11008_IWL_DIS_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
51,3_2_21056_IEO_FEA_HI.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
52,0_5_51053_ITS_SAD_XX.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,1
53,2_1_11090_TIE_DIS_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
54,4_4_41028_WSI_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
55,3_3_31081_DFA_HAP_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
56,0_0_01010_IOM_ANG_XX.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,0
57,1_1_11001_IWW_DIS_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
58,1_0_01049_IEO_ANG_MD.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,1
59,0_0_01040_TIE_ANG_XX.wav,0.0,1.0,1.0,0.0,0.0,1.0,1,0
60,5_4_41079_TSI_NEU_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
61,0_0_01062_IWL_ANG_XX.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
62,0_0_01079_IEO_ANG_HI.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
63,4_4_41026_MTI_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
64,1_0_01078_TAI_ANG_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
65,2_2_21001_ITS_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
66,4_3_31060_IEO_HAP_MD.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
67,5_5_51006_DFA_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
68,4_4_41021_MTI_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
69,3_3_31044_IWW_HAP_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
70,2_2_21040_IOM_FEA_XX.wav,1.0,1.0,0.0,1.0,0.0,1.0,0,0
71,4_4_41059_IWL_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
72,1_1_11051_WSI_DIS_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
73,4_3_31004_TIE_HAP_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
74,3_2_21031_IWW_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
75,3_2_21083_IOM_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
76,0_0_01080_ITH_ANG_XX.wav,0.0,1.0,0.0,0.0,0.0,1.0,1,0
77,5_4_41042_TAI_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
78,3_3_31039_MTI_HAP_XX.wav,0.0,0.0,1.0,1.0,0.0,0.0,1,0
79,0_5_51022_IEO_SAD_HI.wav,0.0,0.0,1.0,0.0,0.0,0.0,1,1
80,0_5_51073_TAI_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
81,2_2_21003_IEO_FEA_HI.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
82,3_3_31015_ITS_HAP_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
83,0_5_51035_IWL_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
84,1_0_01051_IWW_ANG_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
85,0_0_01011_TIE_ANG_XX.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
86,1_1_11050_MTI_DIS_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
87,0_0_01087_IEO_ANG_HI.wav,1.0,1.0,1.0,1.0,0.0,0.0,0,0
88,5_5_51013_IWL_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
89,0_5_51085_TSI_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
90,3_3_31029_IEO_HAP_LO.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
91,4_4_41048_TSI_NEU_XX.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
92,3_2_21028_IWW_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
93,2_1_11023_MTI_DIS_XX.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,1
94,3_3_31003_DFA_HAP_XX.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
95,3_2_21083_ITH_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
96,1_1_11053_DFA_DIS_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
97,0_5_51062_IWL_SAD_XX.wav,0.0,0.0,1.0,1.0,0.0,0.0,1,1
98,4_3_31076_IEO_HAP_LO.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
99,2_2_21046_MTI_FEA_XX.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
100,4_3_31072_TIE_HAP_XX.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
101,3_2_21057_MTI_FEA_XX.wav,0.0,0.0,1.0,1.0,0.0,0.0,1,1
102,5_5_51091_IEO_SAD_MD.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
103,5_5_51013_TSI_SAD_XX.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
